用户ID,房产信用评分
484870,69.88
539425,79.5
539426,79.5
403856,87.65
241237,76.09
697655,83.95
538603,78.08
174019,90.91
405490,86.15
321263,74.22
550844,79.72
173018,91.46
697760,84.78
404711,87.48
538696,76.54
698393,51.77
173870,74.89
619005,88.22
618178,90.67
403861,87.93
538526,79.2
322919,74.8
404762,84.87
617221,90.09
322831,69.68
403002,86.57
172169,93.04
242067,27.94
322167,81.85
322168,81.85
404593,87.25
173956,92.2
618190,90.08
538542,79.94
538529,79.91
483330,74.51
697578,85.25
538531,79.65
538532,79.85
322095,81.77
242106,75.63
323053,22.46
539407,49.49
242128,74.16
484873,70.25
697761,84.32
322948,81.49
173204,92.78
405450,85.53
323704,81.03
698503,82.87
539410,77.19
619727,72.19
699318,84.83
323915,82.13
173929,93.13
539455,68.28
174017,81.78
539342,79.39
322999,80.32
618944,88.64
322883,34.6
618949,42.7
696912,84.8
618145,90.73
322034,82.47
697724,82.17
154677,88.78
241229,75.86
618239,88.67
484015,74.09
618971,82.2
697736,76.8
484023,74.03
322165,82.13
161546,86.14
696738,78.04
617352,86.8
405499,78.24
789259,67.76
404727,87.64
322011,81.61
173871,77.04
477388,72.99
618990,84.89
802571,49.97
538689,68.03
404714,75.85
707416,68.18
550022,79.52
698419,74.28
484159,63.48
173908,91.55
619026,87.24
323005,74.88
539328,79.22
173979,90.47
241958,76.82
241957,43.67
618964,48.28
322909,82.53
173177,91.46
618970,78.83
618154,89.44
322145,82.48
173084,93.28
484103,72.06
484104,72.06
618980,84.24
173192,92.71
241990,65.92
173205,74.95
619015,30.56
173885,85.97
242014,72.54
242012,17.41
173911,90.98
322984,22.46
789663,66.53
176480,74.95
618996,46.31
789337,61.31
484152,31.56
539384,76.83
242119,71.5
237703,76.18
539395,72.18
484831,73.95
323035,82.05
404739,87.43
544986,79.14
153319,92.65
484176,71.95
619053,90.16
484177,70.76
405475,87.5
619762,90.2
404619,86.42
241264,76.03
173129,81.13
484105,73.38
618963,88.72
697740,74.82
697741,74.82
539348,75.28
172294,85.32
403772,64.75
483231,51.25
483232,66.42
404738,54.47
157555,69.59
484154,73.82
538559,73.87
556373,56.09
550890,79.71
174052,93.13
698570,83.27
403897,64.75
619027,83.53
619028,90.55
696849,84.04
618061,89.45
403753,87.06
618062,88.85
153558,87.37
479214,68.45
547426,79.47
705671,82.33
240361,70.67
172262,92.61
618049,89.91
696839,84.19
403713,85.56
550807,79.16
485676,68.22
152936,87.61
242933,71.41
174871,83.0
324583,81.38
485688,71.7
620581,88.97
803045,68.0
540166,78.92
242985,16.69
789340,8.59
796150,11.66
324627,63.32
699385,66.23
324628,81.49
406405,82.39
324668,81.5
540336,78.45
700047,80.92
618198,90.71
243013,72.22
173153,93.44
697707,85.24
484904,72.43
242147,76.4
697681,85.14
538546,79.94
241178,77.24
538547,79.94
403890,88.02
697599,85.32
323718,81.44
242116,57.02
242117,57.02
173985,85.32
405592,87.9
540180,79.51
173023,93.44
483284,72.91
172331,93.07
483285,69.8
173990,74.33
323726,81.71
173918,92.54
698433,84.44
173894,69.59
322972,62.18
619803,90.53
322097,82.44
483332,74.34
811309,47.99
174038,69.59
484179,73.55
173924,92.45
405500,86.81
796104,71.2
697572,84.6
161597,92.7
403860,87.27
618993,90.74
484135,74.54
323853,82.41
323712,82.36
242920,74.76
550887,79.45
322003,81.72
696895,84.66
322103,82.2
547510,78.41
626311,89.38
700871,83.37
175795,91.6
617396,90.23
324599,80.87
699362,78.64
174886,86.74
324605,80.82
174888,85.86
318639,79.96
322113,82.54
538528,79.78
699250,83.85
152924,87.56
484864,70.26
698440,82.35
242047,74.38
619736,90.31
802956,68.98
242121,75.86
539428,77.08
627003,88.06
620610,78.91
324642,81.62
406378,85.45
406357,27.49
406362,69.49
242113,74.62
173975,91.33
406364,87.4
539339,78.92
802971,70.44
539491,56.09
405535,64.19
698573,74.02
811313,62.04
174057,92.66
173044,93.35
241155,76.95
405554,82.04
323836,78.62
405524,82.51
539521,78.63
699224,84.33
539522,77.26
321305,72.54
619874,89.9
540229,24.6
698449,67.93
789254,68.16
697562,84.42
697563,84.65
618978,73.78
173009,70.15
538674,66.98
404678,85.99
538675,79.61
173062,93.37
173938,49.92
553886,78.63
621543,90.41
811318,66.01
405530,87.88
405531,87.88
323818,78.94
323856,81.03
540196,67.62
174802,92.12
400367,86.91
807984,71.33
242162,76.69
242809,76.87
699328,85.29
540268,78.83
540269,78.56
485680,73.43
324669,81.15
789740,66.46
242845,62.19
173993,93.21
323735,82.45
619754,90.55
699223,81.46
696743,84.13
242939,76.14
242940,74.56
321211,81.17
550736,78.47
699310,42.36
699311,73.15
323889,79.96
157563,93.4
539345,79.85
698434,85.3
242039,77.15
620531,82.25
402066,68.16
405471,87.81
405472,87.69
539415,42.08
619735,67.85
174947,92.86
698486,84.42
698579,69.58
811315,69.22
483345,74.25
405593,86.73
484986,73.23
241138,76.97
696811,84.9
696812,84.04
699330,30.0
620546,89.25
174023,72.98
485706,62.41
324607,63.58
485707,40.69
324630,49.07
174906,59.87
172266,32.89
403888,87.83
483348,74.31
538551,79.73
403889,87.81
405516,80.46
323800,79.47
154734,93.21
539493,79.71
405555,84.54
174076,93.21
539509,75.28
174077,92.53
539523,69.48
173088,92.37
697628,84.27
161601,92.93
538541,79.43
538647,79.03
538648,79.49
700068,72.99
173972,92.93
698493,83.79
539401,78.98
619721,89.02
618094,90.48
172305,93.06
618934,88.06
618935,86.08
399430,80.19
618227,81.04
403697,87.77
624467,90.62
624468,90.62
173920,92.77
242062,76.61
173211,76.48
324586,22.46
324588,35.99
324644,79.61
159739,92.49
540267,79.71
406305,86.99
406414,87.53
174945,89.13
790140,19.74
621549,62.1
172175,92.23
788851,67.67
696742,84.83
485656,74.09
242941,76.71
406323,88.01
242970,43.67
242966,32.25
324569,81.33
700962,66.23
540340,74.38
406296,86.66
242949,74.91
324565,80.88
539477,38.08
174039,50.46
173936,92.81
698457,85.18
484813,74.43
324655,77.04
243674,72.74
243676,74.06
540353,79.19
699312,85.11
811711,67.14
406391,87.4
174939,92.3
539466,78.56
242129,74.31
484879,70.74
484880,72.93
173112,92.38
618875,89.68
324614,82.08
540153,79.43
322997,81.93
698431,84.42
405497,84.53
405498,84.53
617418,78.22
698574,66.23
698572,84.57
405556,82.59
152917,89.79
539526,45.48
539527,73.52
540234,56.09
174833,74.89
323894,30.28
698483,85.29
238544,64.28
549091,78.17
242866,76.28
241149,76.2
322079,82.39
618884,77.78
241243,75.19
241244,68.82
324572,73.8
242967,74.16
324592,33.24
172278,92.91
485693,70.06
620565,85.28
321268,81.61
699367,82.81
238686,77.0
695235,84.75
324609,81.17
540301,79.76
243694,74.56
698499,84.83
405508,75.81
539479,79.54
242812,76.84
619805,71.63
242143,62.0
174015,78.81
323803,80.09
619822,75.69
242829,77.05
242065,76.81
619835,62.1
539510,52.77
405558,86.55
405557,87.67
699215,84.97
174750,90.83
698559,84.88
174042,93.01
697728,84.52
546765,79.87
167961,93.02
242954,55.45
174878,90.47
324587,77.18
540282,78.08
406326,70.04
242972,43.67
620568,57.17
485711,55.43
324617,26.95
699368,76.08
619842,89.72
324717,81.61
324718,79.37
174929,92.86
620617,68.22
485748,68.3
406392,87.43
700064,51.77
406422,86.22
174952,92.34
620640,89.87
242993,74.26
166205,92.72
698502,84.81
540329,79.83
238663,76.47
540253,63.31
699314,78.5
540254,61.39
406363,69.49
243002,58.18
243003,58.18
698514,83.41
484862,74.19
323715,82.5
539421,78.01
174850,92.54
540320,78.21
699401,66.23
322905,59.35
538664,73.87
619725,90.23
404662,84.96
404663,84.96
483998,74.11
241213,75.86
802967,69.02
484180,73.54
485630,14.36
618951,90.27
404706,86.38
404707,86.38
484129,72.38
696043,84.25
795296,48.55
243006,76.79
485632,73.63
540222,72.98
317750,82.04
485752,66.33
323841,81.62
323842,81.26
174935,92.46
243685,76.26
540322,74.36
796157,55.58
699405,84.23
243017,76.13
174034,57.82
484923,30.11
774416,52.88
406280,72.99
485648,74.02
540241,79.82
485649,73.8
405537,64.19
802972,47.99
539445,78.26
539437,77.61
539438,78.05
242125,74.91
324671,61.13
479216,68.19
547429,73.59
242142,34.14
484946,74.21
173942,76.28
698589,84.39
174074,86.49
481689,61.58
695963,72.38
549947,77.72
320372,80.42
485713,74.23
619742,67.45
484858,51.25
618962,89.31
404694,86.61
697746,85.08
540341,51.69
242158,33.49
484922,58.04
323785,75.4
323784,78.25
174043,90.02
619806,55.52
619823,73.58
539495,72.38
619819,88.09
405533,84.9
405539,28.71
323804,82.11
405559,85.36
323821,74.15
619843,90.32
619844,88.88
242869,74.42
699230,83.82
484969,19.2
152919,46.79
401985,87.64
170458,93.04
405594,84.92
405570,87.93
539529,79.83
173095,92.14
241146,76.95
241147,76.65
406282,84.61
485658,70.36
406284,86.36
618243,90.22
538596,78.82
618244,90.05
620553,78.83
402962,74.72
406327,70.88
406328,70.88
774367,68.74
484845,74.14
620596,90.36
485720,74.35
699406,61.49
406446,37.38
406447,50.47
406407,79.55
324689,80.54
174950,90.69
406423,87.43
485775,25.47
700065,49.72
695243,83.52
695244,82.41
481591,74.17
393800,86.85
473619,71.91
483988,71.78
242989,73.84
406345,84.64
324618,77.06
242987,27.84
174892,74.33
620584,86.1
324619,33.24
484168,67.84
243016,63.19
540323,56.09
324674,81.9
398636,87.53
485663,31.56
803042,61.28
324646,80.42
802962,70.5
699417,40.35
324676,67.59
620634,75.69
802968,31.44
242819,43.08
323040,72.94
174041,33.27
619826,89.96
242832,66.78
539492,79.8
323806,82.38
402880,87.11
174079,92.3
242847,76.1
484961,73.23
405561,82.14
405574,87.5
405575,87.75
161701,59.87
242870,43.67
323843,54.36
484988,69.88
539338,71.45
538573,78.05
322139,80.05
322140,80.05
173045,92.9
323907,81.92
620552,87.18
173028,93.17
324575,35.67
173022,92.68
403858,87.73
404555,87.89
173078,92.22
173079,92.11
620528,73.78
242973,17.91
242974,17.91
485697,27.55
324595,47.02
406316,72.99
803040,59.5
172176,92.72
540305,78.61
483206,74.2
483324,74.35
623771,87.76
153311,90.57
476730,72.65
620595,81.7
243018,76.12
483201,63.69
483202,32.68
618101,89.36
157552,91.86
698394,72.38
789339,56.18
620646,72.68
620647,88.12
539334,77.64
402950,87.43
321143,82.03
808870,71.3
242097,74.76
323788,79.73
698558,84.43
484803,73.33
174044,89.18
405523,84.59
242066,76.17
173974,92.99
539496,64.08
405541,84.96
484948,73.01
174068,84.5
484962,66.05
699216,84.35
242850,75.64
323822,63.53
242851,74.59
550847,78.47
172285,91.97
618071,88.88
540157,56.09
483350,74.34
173052,93.24
323023,82.35
618159,88.52
803442,58.88
174033,93.04
698547,84.94
404591,84.39
538606,78.31
699339,83.99
619722,88.13
405445,85.56
539405,78.07
540289,34.95
174879,48.45
242963,17.91
617400,89.49
242110,77.15
484853,73.5
803047,71.8
174025,76.28
484909,57.38
620585,89.19
619895,77.78
405624,83.17
540315,64.91
243005,56.78
154784,92.0
322119,82.58
241195,76.37
241280,77.24
324685,63.53
157692,93.38
322141,82.58
322142,82.36
322121,82.42
322122,82.36
802568,69.76
697750,84.94
323776,49.07
405511,54.47
239422,75.58
549926,73.87
323787,22.46
242821,60.07
484936,25.14
539341,78.29
619041,89.09
174046,45.56
698585,80.29
242841,60.08
323801,65.48
242820,35.38
484939,53.36
699217,80.45
323844,82.03
405565,87.2
697635,84.98
173096,92.32
322950,82.44
322951,82.32
240259,76.42
240260,75.84
173951,90.16
698473,84.33
774363,67.51
398620,87.57
174870,92.99
545904,25.46
242050,64.28
323730,80.82
539434,76.45
174933,92.59
406400,67.58
618131,90.65
322018,82.27
174824,89.99
540220,76.49
154790,90.92
323885,81.17
243684,58.13
700048,43.53
790138,27.33
699225,82.48
323837,79.78
324678,77.98
700053,83.75
619902,82.25
174839,84.95
172188,92.06
321226,81.26
483357,74.51
540244,56.96
620538,81.04
485666,64.84
406289,85.49
620539,89.13
406290,86.43
242975,76.59
324596,82.44
482531,73.89
324649,78.19
406283,86.22
697703,84.63
404640,87.82
404756,85.05
484963,73.68
699233,80.86
538549,79.73
699320,82.83
485671,73.99
406292,84.33
699309,81.54
619740,89.16
173978,93.14
700052,83.37
324673,78.66
620631,84.12
700050,60.88
619880,47.22
698390,65.67
698391,82.61
484142,54.87
174851,91.56
406387,81.34
699274,63.81
174804,71.91
406347,77.38
699370,81.58
620618,85.29
700063,84.79
699414,35.76
540331,38.38
484940,69.74
484959,73.49
242871,75.56
485672,74.26
172253,90.76
485682,64.84
699337,75.64
404725,83.38
323795,81.41
789736,67.91
539454,75.91
174014,91.97
405488,78.66
243020,72.46
174921,54.52
174946,93.03
540156,79.61
540197,73.49
406348,72.99
540300,66.62
242986,49.03
540306,77.93
796155,47.99
159736,74.89
618152,88.88
538499,78.14
161649,92.45
618872,83.61
241235,75.59
706617,84.62
324680,63.53
155225,93.07
236830,64.28
540344,73.49
790141,66.93
241260,77.16
698472,83.45
323032,81.34
484928,64.53
242823,77.15
322998,54.17
242035,33.72
157569,93.04
698563,84.98
405547,54.47
405548,54.47
539500,75.42
174070,91.52
323826,79.69
699219,83.98
811320,70.34
405562,27.86
698557,74.31
242816,62.19
619847,88.86
174040,69.59
242813,69.36
548354,79.23
172216,93.13
240345,75.95
696792,84.05
403870,87.91
176554,83.14
621552,71.76
620555,72.19
322967,81.14
406332,75.85
699354,79.34
699355,79.34
406324,80.28
620566,89.58
324597,28.92
620577,68.95
540299,78.48
324621,82.19
324620,82.62
803048,71.82
699371,42.36
242991,36.84
172224,92.68
618919,90.42
484063,74.25
237754,54.99
322880,81.58
538646,79.02
697705,83.86
241278,74.25
241189,76.92
242053,75.87
174843,93.27
405455,87.43
154729,92.84
539484,75.05
405529,38.64
539485,75.28
619831,83.16
539489,79.73
174049,93.23
619832,90.76
242854,74.77
484956,74.45
484974,73.37
320369,82.22
549945,79.52
241220,76.12
161545,93.39
774418,67.09
406288,80.67
406418,71.08
324686,79.17
242104,76.92
774368,68.98
323054,81.78
242105,77.08
242887,60.08
484989,57.38
697624,84.0
173080,92.1
774358,67.65
322152,81.52
405456,82.19
242948,67.54
324564,72.94
620544,81.04
174021,85.32
174022,93.21
698538,84.04
699247,85.22
242882,77.12
699248,74.02
323852,71.32
320265,81.47
406383,69.49
406384,69.49
174924,88.72
540325,78.22
406385,86.72
700040,84.73
620586,90.5
699373,85.18
484021,72.88
173109,81.09
161659,73.72
789666,69.1
404758,83.18
619795,74.95
405518,87.28
242815,76.68
619821,90.46
174058,92.69
173944,91.39
405418,85.7
539370,75.56
406293,87.95
484990,74.47
696883,84.62
618106,89.81
406416,83.96
406412,71.54
242891,71.89
242892,66.53
539385,77.25
152921,90.24
484975,70.36
699321,83.96
174854,91.78
403700,86.54
482529,73.8
242149,75.93
405496,85.47
699340,51.77
540272,72.8
174866,82.12
324598,81.29
540294,77.49
174884,90.99
620578,87.96
796148,62.03
696796,84.81
174896,93.11
406367,54.47
620597,57.17
538615,56.65
394527,84.22
173906,92.19
173031,93.28
174925,92.33
695987,83.96
779951,34.68
702650,51.77
702651,51.77
163690,86.98
554746,77.02
404648,85.41
242890,74.33
540187,77.03
699378,80.54
699379,84.78
174898,91.56
803049,25.19
699252,83.07
793980,67.38
618969,90.23
322912,82.14
485770,73.74
484161,74.12
322990,82.5
620639,45.75
700055,40.35
324681,74.15
540350,46.37
324687,49.07
550872,79.85
172308,93.35
620633,30.56
242152,76.94
484908,74.47
242827,74.76
323022,82.2
173940,90.65
484937,69.76
619807,48.28
174072,88.81
242063,75.47
405552,79.83
789742,51.98
619817,88.87
323828,80.64
540160,24.6
403782,87.85
159893,93.27
546587,79.42
174755,90.58
152920,92.06
699308,73.32
619903,83.06
483984,70.11
483983,72.91
406298,79.69
699323,84.94
485674,74.08
406300,87.59
403838,87.79
698474,83.99
539380,78.31
539381,79.37
484828,72.69
538571,79.36
697622,84.76
174761,42.35
803043,22.44
811235,65.77
484119,68.47
404692,64.75
484117,70.04
324594,22.09
174876,32.89
406352,85.86
620588,88.56
242925,76.52
174911,92.72
620598,85.94
323896,82.2
540326,77.43
323791,81.92
698566,84.62
700044,50.12
620626,55.52
243704,17.06
322995,80.79
484165,73.0
700061,81.17
485773,25.14
540349,32.95
243706,76.1
406419,86.11
406420,86.11
242953,77.09
174855,93.11
699325,83.64
619718,89.16
484931,74.06
404755,83.68
242038,72.88
173932,92.9
619060,88.71
483181,69.88
539494,70.24
539507,68.62
698584,80.7
405563,85.45
323829,81.33
323831,76.32
619850,88.4
242863,69.66
699264,85.2
538545,79.85
403884,87.92
618225,89.62
485653,70.57
485654,69.08
171384,92.25
402891,86.73
484872,72.61
403040,87.51
406336,70.6
620579,82.89
485701,24.49
242979,27.19
540296,73.29
406338,70.88
158568,44.04
700043,66.23
538548,79.21
789262,67.54
323027,82.31
484824,74.3
626958,89.72
485662,72.65
406285,85.71
620533,88.41
406309,86.7
485684,73.02
406310,81.5
803050,71.61
482471,71.6
174903,90.98
243010,58.69
485723,55.99
406372,86.02
406373,86.02
324653,62.06
405521,87.12
405544,87.31
699341,61.49
324639,79.27
699398,44.94
154791,88.86
540335,75.36
700051,83.12
325466,79.7
175735,90.5
484958,73.37
619857,89.25
174899,85.68
699388,25.16
242834,75.29
323807,78.73
322958,79.63
173873,93.21
698465,82.72
404708,87.9
404709,85.18
796152,70.35
700058,84.95
811726,70.91
241131,76.21
322063,81.61
538511,77.46
173011,90.96
796156,70.32
620643,48.88
406421,87.88
323016,70.57
242061,65.17
402870,87.84
171369,93.24
539473,79.3
811308,18.12
405421,87.42
619701,83.87
405422,87.55
698535,66.23
539488,78.47
402944,87.53
617294,90.23
619816,90.17
321301,81.78
802976,70.53
242842,30.29
699221,84.2
174085,89.91
619838,60.41
242858,55.75
539519,34.95
242875,76.14
789745,67.6
484976,73.0
699240,63.67
174762,91.89
242876,75.19
241136,76.47
239573,76.7
545819,79.4
545820,79.37
166978,92.77
540181,79.57
323862,82.27
540159,79.31
242874,76.23
404588,86.92
241238,75.61
323721,81.61
323014,82.24
403768,86.37
321310,79.93
483156,74.37
483157,73.39
696804,84.19
550797,79.11
324567,74.12
406312,85.35
406311,85.47
699342,84.36
540274,79.13
540273,70.24
406335,27.49
324604,70.45
406355,86.95
317782,81.97
174767,91.84
406354,83.56
322114,80.03
402188,87.84
698403,84.77
240282,66.2
242120,76.66
323709,80.63
698505,82.55
157694,93.42
538582,79.92
242159,16.69
242160,16.69
323777,52.31
706554,85.16
168768,93.26
403892,87.57
403893,87.57
161605,93.15
483349,74.25
404764,87.59
484181,70.67
323794,82.43
242828,77.03
698590,76.85
242844,75.69
539508,74.11
323832,82.24
619839,90.21
323833,82.01
174083,92.24
174084,92.24
484978,72.49
323846,80.07
699244,82.23
789746,68.65
405583,81.51
403764,83.76
241192,76.73
173083,92.67
618221,89.97
483996,73.91
157695,91.69
697636,83.59
324582,77.98
485702,56.05
699361,78.12
699363,32.98
242982,60.08
699358,25.16
485705,18.47
626254,47.1
547428,37.91
406358,83.28
484008,73.15
697637,84.97
174916,50.98
243673,66.16
324766,73.85
704802,84.03
786751,67.83
235094,76.67
699409,83.52
811720,69.39
620614,90.61
485744,74.05
324656,40.64
243671,69.65
802964,64.0
243690,30.25
811715,68.99
700046,66.23
174937,59.87
174938,92.09
620628,60.85
620629,48.28
811722,64.57
324666,38.21
232048,56.87
554635,19.39
553796,49.61
324652,22.81
406389,72.28
699411,69.58
540246,72.06
620606,89.14
159738,91.84
174917,86.53
699400,84.14
324658,78.92
485747,72.6
243672,66.16
619875,90.15
619876,90.15
243668,32.25
485734,63.02
698411,83.98
484920,71.26
324657,79.66
485746,71.55
240443,76.67
172322,92.52
322006,81.72
803433,71.19
619049,90.02
618922,73.78
322870,59.35
405444,83.4
405454,65.45
323711,34.03
323781,78.15
173986,86.85
323720,80.36
161661,91.11
173931,92.93
619058,89.11
619038,90.03
322994,82.55
242064,73.95
323018,76.56
323019,80.24
774360,66.74
154730,48.45
323783,37.65
698519,82.48
173989,90.58
484957,71.11
619833,85.29
154739,77.18
323835,82.11
699222,85.22
539520,79.49
242859,73.81
405564,85.36
481586,74.35
483323,74.33
173094,92.06
240241,75.66
696081,72.38
172120,91.62
699277,84.48
696810,76.92
699408,85.27
242937,28.68
539391,75.79
242089,75.77
540247,76.49
402176,87.52
325481,80.23
175746,91.03
175745,39.72
473534,66.33
243829,72.02
700205,66.23
405584,87.25
231169,67.98
617401,89.87
403707,87.4
553117,68.03
393651,85.82
553083,76.37
243807,75.8
700190,65.59
621382,82.62
171289,92.46
243818,69.48
242877,76.7
699243,84.8
175707,74.89
553091,61.39
698524,84.82
242126,76.73
699384,84.66
154783,91.2
243001,75.63
393638,86.31
175689,91.33
538618,79.65
473484,69.88
175704,38.96
553096,78.98
393692,86.95
174909,86.07
540317,79.29
699394,84.69
324633,75.27
700193,83.33
243820,35.38
700196,43.48
242155,76.96
174028,92.13
539463,79.66
774419,67.51
324563,81.52
483325,74.22
485827,43.09
324760,73.91
325440,72.94
393673,27.49
393672,54.47
175711,89.74
175712,89.86
619856,88.9
621379,85.4
774894,61.27
317835,82.01
393710,68.93
553129,78.21
321269,82.43
483164,74.42
172232,93.23
483163,74.42
539427,79.83
406463,33.56
618172,89.83
322078,81.73
538533,79.72
393676,85.13
393677,80.55
393678,43.05
621363,57.17
393655,81.3
627932,30.19
170441,33.27
699236,81.05
619849,89.85
325470,78.25
485644,73.69
323900,82.42
619900,89.92
699270,83.21
619769,87.28
323754,79.18
619770,67.45
485806,73.79
553019,79.64
243751,43.67
324740,49.07
810139,68.3
324616,81.62
242969,75.04
789747,68.7
699380,84.98
324624,82.24
315212,78.59
323753,81.83
174009,92.53
620615,88.41
242114,75.91
796095,58.88
484877,73.44
538540,79.71
697584,84.03
621439,90.74
152922,92.91
174958,93.1
173210,91.79
538693,77.96
620575,89.76
620576,90.3
619783,56.58
175619,46.45
550792,78.45
172222,92.23
321257,81.43
618181,90.21
789257,68.61
175647,91.95
553006,62.78
483274,71.55
618129,90.09
322012,81.72
175678,81.23
553051,79.73
324773,81.5
324774,49.07
553070,58.41
324776,76.6
702584,44.94
405480,87.53
242099,74.17
323024,82.23
485742,72.32
485743,72.32
406361,87.75
540313,79.58
485786,64.92
700082,84.15
790146,67.26
175623,91.56
406440,87.52
700083,80.54
406442,87.23
620668,90.45
175621,92.52
552989,79.69
242822,77.02
483352,74.01
393643,86.69
473480,29.55
620722,90.65
175696,76.28
621409,88.29
243831,61.48
175744,89.86
540189,62.98
620559,89.53
700209,84.51
698527,84.09
484883,73.29
539367,79.41
243815,75.93
473562,73.58
700234,83.34
553166,65.31
175798,93.46
621466,90.67
620689,89.64
393630,85.1
620714,89.83
553055,70.24
243771,75.22
393627,86.02
324762,64.09
485830,55.99
620715,88.09
620716,89.93
700145,85.13
241215,71.88
553127,78.55
553128,78.55
175634,93.01
324711,82.21
405491,86.17
484902,73.01
323764,81.11
802961,62.95
538555,79.92
789263,69.09
406430,70.88
485665,70.74
242944,73.44
174847,91.58
175649,93.35
405520,86.66
485807,69.31
173032,92.88
241158,76.33
159818,63.04
393723,63.56
621423,66.89
325492,82.09
700223,83.51
553144,78.11
810132,70.29
243840,23.52
621430,78.68
325496,22.46
700224,25.16
621448,89.09
700236,24.79
243854,17.06
553154,71.31
700073,81.44
406428,47.64
324698,80.09
175636,92.3
485818,44.09
700123,61.49
553031,56.09
620701,71.63
553026,64.8
553035,68.32
153010,86.62
324752,82.22
620707,90.32
620709,86.08
485823,74.36
620708,89.7
393738,77.84
700229,83.54
552998,74.64
552999,74.64
473481,72.63
393644,54.47
175697,59.87
485758,72.47
540334,79.3
700042,83.96
699227,84.26
539528,79.02
484966,73.62
539517,78.86
405510,86.57
698548,84.54
698549,83.87
174054,90.45
698571,84.83
484910,73.58
802963,70.73
405483,86.8
619771,90.29
619772,89.81
323866,76.91
774407,61.43
621441,90.67
621425,90.77
473564,74.56
243851,77.24
700235,85.34
325504,82.64
325505,82.48
325506,82.43
175777,93.35
621442,90.65
621443,90.5
473565,74.54
325515,82.48
473571,74.54
620658,77.78
243731,53.39
553001,72.47
243732,36.84
243733,70.38
175666,89.24
700155,78.32
700156,64.32
325516,82.66
175784,93.39
175785,93.28
173110,92.69
697651,85.12
618871,88.26
484022,73.67
790155,68.94
619882,88.44
699283,83.04
699284,83.04
619884,88.44
540203,73.35
242912,74.77
619879,89.66
323897,81.33
540232,79.24
236029,76.47
316931,81.8
546623,77.4
700153,82.79
393716,86.14
810129,69.36
175778,93.28
325507,82.64
243852,77.25
553015,79.38
175669,92.02
700142,84.38
698479,84.45
774364,62.01
484835,70.59
698480,78.21
393709,76.77
159817,92.59
796523,47.99
553147,56.09
393732,84.54
621419,88.82
700103,81.06
473587,74.49
325524,82.64
700875,85.34
393766,87.8
796529,71.68
700876,85.34
174010,92.37
154794,92.32
700062,81.64
243709,77.12
624527,90.02
324732,82.34
620673,90.6
175627,93.3
393626,86.16
485828,72.66
553075,71.31
553076,74.44
243781,27.84
473464,61.97
700146,68.84
325444,80.21
243796,74.81
700175,72.54
175713,90.89
393681,84.32
700169,24.79
620549,89.91
699333,84.19
699334,84.19
699335,84.35
159812,92.36
393680,43.05
484893,73.29
540199,75.8
243822,43.67
473526,57.38
621411,41.34
157506,89.04
243833,76.84
322169,82.21
697660,85.17
242130,74.25
473538,73.63
700214,85.14
243834,77.04
405536,87.5
619886,90.11
539511,78.87
393745,40.16
159825,57.82
539416,78.95
699410,84.86
243670,76.09
619808,85.6
620611,90.43
406379,87.72
540321,79.65
696019,71.29
239511,71.64
405437,86.9
173964,92.26
790145,51.98
323845,79.65
247433,71.13
247434,74.76
173203,93.0
618992,88.26
538690,79.5
175736,90.33
325497,80.55
539411,78.47
483356,74.23
241194,76.38
697610,84.48
620659,87.04
619841,90.09
405571,87.14
323840,82.21
175657,92.98
540278,79.97
540209,78.0
242915,76.9
241202,76.83
618213,90.52
697619,84.93
538567,79.72
619788,87.73
620669,72.19
485788,55.99
161755,72.85
324715,79.14
243734,76.59
403851,87.48
796103,54.88
479165,69.46
399507,75.08
479166,61.58
159528,91.6
243747,73.54
243746,76.5
623835,88.63
477401,73.14
700113,74.26
618882,90.18
618883,89.57
241240,75.56
553011,51.73
700918,54.89
175681,92.88
473482,40.38
553059,72.18
393632,76.96
243773,66.16
553058,19.77
175683,33.27
700154,76.55
393645,53.88
553039,56.09
402191,77.19
239448,70.13
239449,74.3
171304,90.76
553077,79.75
553097,61.52
243797,43.67
321177,28.92
484973,72.93
619848,88.27
540162,77.47
696894,84.99
324641,82.25
174842,92.83
242938,76.1
325472,69.84
621393,86.1
324714,81.08
620679,90.29
485782,72.14
174959,89.63
406427,85.08
405478,87.53
242133,76.73
242134,76.0
698531,82.48
173999,92.42
323740,81.39
159820,84.46
618158,82.25
173007,84.95
617223,89.97
473519,72.19
473520,72.19
323901,80.7
699306,83.15
242931,76.19
539452,79.29
324611,78.3
803046,70.02
406343,82.74
540302,75.6
242811,76.17
473585,73.23
699231,85.12
405576,87.18
540154,79.15
552977,38.13
403869,88.02
619818,89.94
174053,90.56
243721,43.67
175625,59.87
553003,72.18
161756,49.69
539397,78.08
484843,73.79
619719,70.52
324706,82.06
553060,79.22
620718,90.15
175684,92.74
620724,84.92
620725,88.28
620726,82.98
620728,64.96
393685,68.93
325446,79.73
406334,87.78
699356,85.08
174805,93.3
473516,73.41
700191,73.32
175639,92.18
393711,83.4
550859,79.35
620632,82.32
323888,80.83
699382,81.06
540311,75.66
539448,79.62
796524,51.38
810133,51.38
152999,45.56
552991,32.17
619016,73.78
175640,91.42
324733,64.47
324734,32.59
243744,47.54
161758,32.89
324735,22.09
175656,91.81
618179,89.62
161598,93.21
700125,77.31
620703,90.63
553041,37.94
473466,50.69
